epoch,accuracy,loss,val_accuracy,val_loss
0,0.62754065,1.669787922694535,0.7725028991699219,0.18525752425193787
1,0.79275286,0.544189275886557,0.8205649256706238,0.3025181293487549
2,0.8428582,0.44306420837016713,0.8443105220794678,0.14047811925411224
3,0.8719773,0.37885143615326183,0.8679108023643494,0.07912759482860565
4,0.8853388,0.3562626200079892,0.8774961829185486,0.6492546200752258
5,0.8976109,0.3158637578597464,0.8864279985427856,0.0458575114607811
6,0.9082129,0.28958050067514285,0.8915111422538757,0.06918197125196457
7,0.91641855,0.25527607572037936,0.8961585760116577,0.02110510692000389
8,0.92077553,0.24913894943784748,0.8833054900169373,0.5428482294082642
